stationid,COMID,q50,q50_weighted,slp,slope
Brazil_73850000,64047034,172.88225,169.21968277640966,,0.000628699321
Brazil_73960000,64049326,187.07666,181.96658096313476,,0.000637801081
Brazil_74040080,64049051,1001.9396,994.932504442003,,0.000552522432
Brazil_74100000,64049046,1219.0884,1192.4500427246094,,0.000331042844
Brazil_74210000,64051602,44.891613,44.79849044799805,,0.000685825558
Brazil_74270000,64049176,96.00319,93.2778904127038,,0.000533079449
Brazil_74500000,64049023,1585.5323,1565.663798014323,,0.002332944701669
Brazil_75320000,64053986,170.50186,168.33996622185958,,0.000173545287
Brazil_75550000,64053766,2248.1345,2208.9927775065103,,5.9196907e-05
Brazil_75900000,64058334,2531.353,2514.703599461969,,0.00052284313036
Brazil_76310000,64062853,110.36996,107.73186524709065,,0.000268167799
Brazil_76500000,64060594,395.2259,389.0187530517578,,8.9642148e-05
Brazil_76560000,64060583,424.4195,417.98939732142856,,0.00019354727
Brazil_76800000,64058401,632.3929,627.6127319335938,,0.000201757833366
Brazil_77500000,64063079,38.52142,40.516780853271484,,0.0005199419449
Brazil_77585000,64063014,97.53938,93.73269615173339,,0.000276945855
Brazil_81350000,64038355,142.38202,144.48528798421225,,0.000904730785
Brazil_81380000,64036080,164.47302,164.55690002441406,,0.000303499408
Brazil_81420000,64036054,171.12509,171.9496053059896,,0.000267217572
Brazil_81530000,64036302,36.577023,34.951788902282715,,0.000595455589
Brazil_81545000,64036297,37.25241,60.04307174682617,,0.000278767528
Brazil_81679000,64036296,67.5768,71.16211128234863,,7.1774832e-05
Brazil_81683000,64036051,264.65494,266.48672103881836,,0.000218132934
Brazil_83300200,64049308,78.10173,78.04759652273995,,0.000121403413
Brazil_83461000,64049137,122.99836,120.65717097691127,,0.003950459405
Brazil_83500002,64049136,125.48782,122.27698135375977,,0.002012420748
Brazil_83520000,64046904,136.51758,133.55230712890625,,0.001318165228
Brazil_83800002,64046898,167.58116,162.53474934895834,,0.011470406153417
Brazil_83870000,64046891,175.97095,170.48135833740236,,0.0
Brazil_85400000,64060686,222.48537,222.85269482930502,,0.000366636675
Brazil_85642000,64062808,430.3502,429.90198516845703,,9.9766526e-05
Brazil_85900000,64060514,576.8665,575.25234375,,8.566995e-06
Brazil_86298000,64056350,176.46176,175.08396911621094,,0.001236929475
Brazil_86410000,64056234,55.15223,52.74539810180664,,0.003311661109
Brazil_86440000,64056228,71.53846,69.24718856811523,,0.004173893559
Brazil_86447000,64058584,73.280495,70.82554144608348,,0.004354002297
Brazil_86460000,64058579,272.08923,263.4401512145996,,0.001452056364
Brazil_86470000,64058565,279.65298,276.7277088994565,,0.00100799601
Brazil_86510000,64058543,341.7904,334.3428592166385,,0.000572076126
Brazil_86720000,64058541,386.80215,378.30397033691406,,0.001273503651
Brazil_87590000,64065171,39.952724,49.090083382346414,,0.000272467782
Brazil_87670000,64065038,77.224625,73.06849737728344,,0.00037017243
Brazil_87905000,64066929,182.96002,174.82435825892858,,0.00027145549
Brazil_88220000,64070682,32.71422,31.963749885559082,,0.000684976957
Canada_01AD003,72039942,15.905532,22.3450444539388,,0.000180800197009
Canada_01AF002,72041774,300.6597,323.22459411621094,,0.005159844596
Canada_01AG003,72041693,76.01973,136.20044962565103,,0.00314026027
Canada_01AN002,72046468,15.824605,25.15561008453369,,0.000501488913
Canada_01BJ007,72036120,102.5726,119.70472454202586,,0.000704061707
Canada_01BO001,72041775,72.42114,71.44378089904785,,0.000312879463
Canada_01BP001,72041793,17.567463,68.13314056396484,,0.001922239546
Canada_02AB025,72034292,62.253902,81.53257896786644,,8.2656176e-05
Canada_02BC004,72034380,38.106243,51.975483894348145,,0.00070317169
Canada_02GA003,72056095,27.093904,24.55101065202193,,0.001647146706
Canada_02GA016,72055196,6.2224746,5.830088043212891,,0.00211143607
Canada_02GB001,72056085,38.505257,35.73633248465402,,0.000455127917
Canada_02GD003,72056178,8.335498,6.688144862651825,,0.001913302652
Canada_02GD015,72056195,7.8038425,15.595806121826172,,0.001085631171
Canada_03NF001,72010970,125.004776,251.70116097586495,,0.001570391119
Canada_03OC003,72017676,282.72543,368.4567108154297,,0.000340771617
Canada_03QC001,72016320,234.68027,359.4084167480469,,0.001327622063
Canada_03QC002,72019317,42.66075,66.32816002585672,,0.004688741691
Canada_03QC003,72021151,53.15473,74.245361328125,,0.003985993682
Canada_04LD001,71042538,90.77766,112.18963114420573,,0.000130502069
Canada_04LF001,71041065,52.07506,61.41924238204956,,0.000985225871
Canada_05AA024,71041174,22.495653,28.37806220676588,,0.005650590399
Canada_05AD007,71039426,63.820198,78.4230588277181,,0.000738962614
Canada_05AE043,71042757,15.240926,32.58037185668945,,0.003813318498
Canada_05AG006,71039380,66.727036,94.2949873167893,,0.000673244637
Canada_05BA001,71029698,7.1634965,17.827860641479493,,0.004859796328
Canada_05BB001,71031628,28.429438,62.25041222572327,,0.006318232539
Canada_05BE004,71031617,56.97101,108.27408846686868,,0.00617106801
Canada_05BH004,71031599,70.12412,131.72667367117745,,0.001797565901
Canada_05BH005,71031601,69.58017,127.06834970201764,,0.001507766205
Canada_05BM002,71033612,100.313965,177.06130981445312,,0.001185032336
Canada_05BM004,71033602,102.86235,189.39716419420745,,0.000733217881
Canada_05BN012,71039402,103.52393,189.7217351740057,,0.000353140492
Canada_05CC002,71025378,40.58924,66.01530380249024,,0.000972211815
Canada_05CK004,71033468,59.442978,102.25790033584985,,0.000342654679
Canada_05DC001,71023534,107.326836,222.84240765041775,,0.001480398269
Canada_05DC010,71025323,55.996616,123.12092839116636,,0.014175296838
Canada_05DD005,71021765,49.64347,87.48519347434821,,0.00139341438
Canada_05DE010,71019815,181.66626,362.7593910910866,,0.001105110122
Canada_05EF001,71017943,225.11168,422.23094177246094,,0.000168289985
Canada_05KG007,71011418,40.935738,59.49533743328519,,0.000260601152
Canada_05OC008,71039306,178.9431,276.1490783691406,,5.8300828e-05
Canada_05OJ005,71037430,290.66107,490.9586253064744,,7.080476e-05
Canada_05PB009,71043850,41.686913,50.43215283480558,,0.000759019004
Canada_05PC018,71044993,333.61017,411.8317918777466,,3.8290853e-05
Canada_05PC019,71044999,271.2572,333.26263427734375,,0.000280387243
Canada_05PF063,71037444,887.1366,1171.2112086096474,,0.001289092001
Canada_05TE002,71008761,23.240377,33.76465911865235,,0.000660291884
Canada_06CC001,71009974,15.267752,18.041650414466858,,0.00064567744
Canada_06FC001,71003592,29.845644,52.247799074327624,,0.000195570705
Canada_06GD001,71000743,220.87321,476.40358503474744,,0.000355001361
Canada_06JC002,83013667,223.46532,653.6931531182651,,0.000323579015
Canada_07AC007,82042102,40.31075,61.473402733026546,,0.003177148382
Canada_07AD002,82042445,133.07236,267.8497205461775,,0.000406756515
Canada_07AG004,82042085,50.527367,69.41353797912598,,0.001285623919
Canada_07AG007,82042459,41.844357,55.28052597045898,,9.9668342e-05
Canada_07CD001,82035594,102.25307,152.19505931712962,,0.000308751504
Canada_07EE007,82039898,81.91582,104.27244268881309,,0.001257532592
Canada_07FA006,82037823,68.48041,118.8397494506836,,0.001885906948
Canada_07FB001,82038860,126.80655,197.57144165039062,,0.001209760019
Canada_07FB006,82039882,32.46313,56.83287747701009,,0.000963215514
Canada_07FD002,82037816,1194.7981,1985.705531529018,,0.000638225083
Canada_07FD003,82037779,1298.1842,2254.6651533410904,,0.000175586214
Canada_07GJ001,82038832,301.83292,491.9120380490325,,0.000765674283
Canada_07HF001,82029872,1674.8539,3177.6233667834053,,0.000124323560259
Canada_07JD002,82031602,67.49719,113.56249083242109,,0.000579660261
Canada_07OB003,82028215,75.46936,128.17421535276017,,0.000555797441
Canada_07OC001,82029883,20.283215,37.259228357454624,,0.000412433092
Canada_08CF003,78002120,1233.3868,2748.797054036458,,0.031609335247492
Canada_08CG001,78002134,318.74725,729.2561950683594,,0.000573615831
Canada_08DB001,78003642,589.18024,938.1065711975098,,0.001220057141
Canada_08GA022,78011905,97.88313,166.80971434058213,,0.00069004021
Canada_08JA017,78005193,207.32437,300.67300447504573,,0.001399068416
Canada_08JC001,78004632,269.41177,376.42225764347955,,6.0346053e-05
Canada_08JC002,78005160,402.89243,539.0269131130642,,0.00072383917
Canada_08KA004,78004681,392.94287,688.5721740722656,,4.945593e-05
Canada_08KA005,78005725,161.24597,307.54630944036666,,0.000227489911
Canada_08KB003,78004718,119.11173,202.59396842673974,,0.000686101388
Canada_08LA001,78008927,157.66452,253.5031337738037,,0.002967942612
Canada_08LB064,78009450,316.9839,497.26110391055835,,0.00096870782
Canada_08LC002,78010700,50.183163,54.71104431152344,,0.046089641459014
Canada_08LE031,78010058,190.1068,230.22203483581544,,0.000419839419195
Canada_08LF051,78010656,609.2711,837.562991802509,,0.000980805752
Canada_08MB005,78008323,107.78367,192.33057819713247,,0.005280094997
Canada_08MC018,78007263,1468.4542,2104.4807332356772,,0.000750869832
Canada_08MF005,78012456,2676.8684,3747.464469909668,,0.000993016479
Canada_08MF040,78010655,1798.9237,2466.9620768229165,,0.000711859231
Canada_08MG005,78011302,73.47965,166.3896026611328,,0.000805336074
Canada_08MH024,78013086,3198.1353,4368.911783854167,,0.00119324800258
Canada_08NA002,78009472,85.98782,165.1527099609375,,0.000190298234
Canada_08NA006,78009508,28.461246,63.30168383462088,,0.008854169614
Canada_08NE049,78013108,1500.092,2645.6134872436523,,0.0004392994
Canada_08NG065,78012521,124.409836,207.1898387562145,,0.000905379943
Canada_08NH126,78011257,54.423023,90.923188748567,,0.002247023921
Canada_08NJ158,78012485,561.0811,797.8033679780506,,0.011219647914
Canada_09AB001,81030832,173.8122,406.63846877525594,,0.001037273719
Canada_09AC001,81029281,37.197052,113.56998348236084,,0.000435884627
Canada_09BA001,81025492,45.83368,89.68542390711167,,0.001824703356
Canada_09BC001,81021748,291.45377,540.5822378305288,,0.000507041447
Canada_09BC004,81023634,143.29192,314.1402130126953,,0.000667233137
Canada_09DB001,81016865,27.145056,79.10873222351074,,0.000926253217
Canada_09DD003,81020047,292.61984,602.7991662276419,,0.039682912205156
Canada_09DD004,81018576,24.644949,50.55817621404474,,0.00129316305
Canada_10AB001,82022225,102.018974,211.60882568359375,,0.0
Canada_10EB001,82019471,112.10414,418.00260755750867,,0.005838024045
Canada_10ED001,82023524,1706.7013,3265.6977991174767,,0.003605647274268
Canada_10GB006,82015719,53.24628,99.45986058161809,,0.000870360196
Canada_10HA004,82011035,60.957672,281.5849031147204,,0.00286997389
Canada_10HB005,82012264,87.59865,399.63440322875977,,0.040337372755218
Canada_10KB001,82008688,37.625034,136.44894409179688,,0.000458105024
Canada_10LA002,82004876,73.81592,280.8585205078125,,0.00268213053437
Canada_10LD004,82005753,35.362072,100.65772698142312,,0.000174899574
Canada_10NC001,82001741,109.60364,323.9938177293347,,0.000258706243
Canada_10OB001,82000282,20.01832,129.00346826047314,,0.001545993431
Canada_10QA001,83003777,15.376481,47.07304859161377,,0.003992865768
Canada_10QD001,83002794,22.89201,97.42848335824361,,0.000992997083
Canada_10RA002,83011373,27.058256,114.49852434794109,,0.000110241518
Canada_10TA001,84002018,1.8291969,17.17044864654541,,0.000134365508
Canada_10UH001,85009373,14.992577,89.61076185438368,,0.002142592794
Canada_10UH004,85009376,8.168122,70.95010042190552,,0.009499669585
Chile_04320001,66012297,24.246012,25.14541978102464,,0.009978473884
Chile_04323001,66012020,25.159086,24.392131805419922,,0.008898524723
Chile_04335001,66012014,26.390667,25.415546417236328,,0.005423577491
Chile_04557002,66012277,20.978354,18.628253936767578,,0.002994715641
Chile_05410002,66012971,16.873543,32.094447049227625,,0.010629786203
Chile_05410005,66012970,17.87283,29.379680382577998,,0.009988033076
Chile_05423003,66012958,25.552015,33.60096158479389,,0.005710091058
Chile_05716001,66013338,2.5159786,2.876617878675461,,0.001820616637
Chile_05748001,66013218,92.551476,113.07799911499023,,0.001366493992
Chile_06008005,66013643,39.009144,48.46860122680664,,0.008737431195
Chile_06019003,66013632,50.772285,61.95573870340983,,0.000764808452
Chile_06028001,66013684,18.551159,22.464098059612773,,0.010460589148
Chile_07103001,66013649,8.625133,9.884790107852123,,0.012288569279
Chile_07104002,66013649,8.625133,9.884790107852123,,0.012288569279
Chile_07112001,66014050,8.0049925,9.076638186419451,,0.013109613702
Chile_07115001,66014050,8.0049925,9.076638186419451,,0.013109613702
Chile_07123001,66013962,36.455524,36.7273530960083,,0.0005902176
Chile_07308002,66013985,22.105473,31.65508270263672,,0.009941402275
Chile_07317005,66014033,26.248426,22.408154169718426,,0.008226908963
Chile_07321002,66013982,55.291935,100.36730194091797,,0.006050158275
Chile_07322001,66013976,58.835503,71.55790138244629,,0.004191048079
Chile_07354001,66014427,10.932175,13.148016452789307,,0.006486567428
Chile_07354002,66014429,10.586899,8.515544509887695,,0.006263092172
Chile_07359001,66013995,41.249302,29.073420228629278,,0.000720661975
Chile_07379002,66014039,6.067496,3.7809927751278054,,0.001159195524
Chile_07383001,66013964,137.38747,126.84685683250427,,0.000346954253
Chile_08106002,66014361,25.79295,22.274763033940243,,0.004954122019
Chile_08132001,66014779,12.003735,30.313919067382812,,0.002853219236
Chile_08140002,66014351,69.62213,44.57583488302028,,0.000724543895
Chile_08307002,66015145,41.461872,27.65322631597519,,0.003794128902
Chile_08312000,66015121,81.524,62.610143246858016,,0.003622060815
Chile_08312001,66015120,83.43122,52.507691519601,,0.010674912317
Chile_08317001,66015113,127.79914,84.425590356191,,0.002789959961
Chile_08317004,66015115,118.74308,81.4846510887146,,0.00308011323
Chile_08317005,66015114,125.3398,118.64170837402344,,0.002811774624
Chile_08319001,66015109,134.03188,94.14973386128743,,0.002014767195
Chile_08334001,66015107,163.89279,108.62920811971028,,0.001239090464
Chile_08380002,66014741,50.910114,44.26652015339244,,0.004193118242
Chile_08381003,66014740,51.289158,44.179379735674175,,0.001509919087
Chile_08383001,66014737,52.852333,44.86808477865683,,0.001331769894
Chile_09129002,66015562,54.227364,41.13038635253906,,0.002512605214
Chile_09140001,66015557,100.056366,76.80998158454895,,0.001006157687
Chile_09402001,66015654,24.593742,20.78627451728372,,0.004821774741
Chile_10122003,66015954,159.53514,113.11742183140346,,0.000827554083
Chile_10134001,66016029,32.06737,38.355645179748535,,0.000866191174
Chile_10328001,66016351,64.46121,39.7885959148407,,0.001472812585
Chile_10503001,66016991,99.54596,60.859336853027344,,0.001315986489
Chile_10514001,66017009,180.86256,155.9439045299183,,0.000568766723
Chile_10702002,66017272,201.48244,165.79290720621745,,0.001419472152
Chile_10704002,66017617,289.77597,240.69233921595983,,0.004645649221
Chile_11342001,66018217,408.68402,387.8978271484375,,0.000315657429
Chile_11500002,66018617,23.429756,33.791414737701416,,0.001799882379
Chile_11536004,66018984,431.19217,449.12867736816406,,0.005307964858
China_61304300,43077279,49.300484,38.61013832092285,,0.003332655269508
China_62310250,43071965,46.08819,43.70483998691334,,0.000680279848
China_62401800,43066378,165.33502,161.0905461030848,,0.000157326531
EWA_9105003,22017514,31.279104,56.030402592250276,,0.002165036412
EWA_9110141,21001125,55.74962,60.18711798531668,,0.000974424249
EWA_9110230,21000363,87.13188,64.89470121595595,,0.000183286273
EWA_9110278,21000630,20.14271,15.51854289495028,,0.003932063204
EWA_9110287,21001129,46.642994,36.39334636264377,,0.001257850144
EWA_9110288,21000394,12.553949,21.048505783081055,,0.001843318577
EWA_9110302,21001090,275.53082,207.90156329119648,,1.0858551e-05
EWA_9114013,23020348,0.09580026,0.029662479646503925,,0.000519126677
EWA_9114020,23019609,54.47509,58.7646598815918,,0.000318527629
EWA_9114021,23019565,241.23944,212.83470153808594,,0.000198748457
EWA_9114022,23018496,220.17242,193.14992332458496,,0.000205029107
EWA_9114023,23020496,89.79546,75.37871170043945,,0.000533990857
EWA_9114035,23019593,98.26616,87.45596133961396,,0.001709993495607
EWA_9114045,23021404,17.514181,15.292962864041328,,0.003030835521
EWA_9114186,23023005,41.14951,51.04529789515904,,0.000888883602
EWA_9114213,23023069,52.14751,47.90356000264486,,0.000859690558
EWA_9114217,23022516,34.749073,42.48503112792969,,0.003317202047
EWA_9114227,23023044,98.96945,85.62051064627511,,0.000853568779
EWA_9114242,23023057,59.851665,60.38267682946247,,0.000494458121
EWA_9114248,23023072,43.553734,63.76642608642578,,0.001278235718
EWA_9114378,23021370,46.555386,40.36402750015259,,0.001269383168
EWA_9114560,23020497,78.89976,71.12909818950452,,0.000785111662
EWA_9114584,23021908,10.328301,8.806189139684042,,0.003509758067
EWA_9115148,23014829,73.172806,63.90349260965983,,2.7760601e-05
EWA_9115193,23016164,46.104805,39.1259390308011,,8.8019762e-05
EWA_9115360,23013612,59.39709,52.29785622490777,,0.000271484713
EWA_9116051,23016206,32.511665,40.62268284388951,,0.000707948433
EWA_9116064,23016203,59.44332,48.89058538583609,,0.000179586778
EWA_9116084,23014898,72.66481,61.11459541320801,,0.000218446272
EWA_9211007,21008099,16.744766,16.358055114746094,,0.004597315748
EWA_9931003,25001921,10.117019,21.132596969604492,,0.002150032049
EWA_9931006,25002640,38.313755,83.96499069877292,,0.000159417956
EWA_9931020,25007711,13.458501,42.731929779052734,,0.001522397081
EWA_9942009,28024727,4.0686994,21.42080855369568,,0.000558648493
GRDC_1112100,14026511,340.56296,450.81341552734375,,0.000507719792
GRDC_1112300,14029328,309.8991,444.5113721575056,,0.000716637837
GRDC_1112320,14032329,94.16234,80.82946355719315,,0.000119832729
GRDC_1134030,14043454,548.2812,368.32327851795014,,0.005181427936531
GRDC_1134040,14043495,199.7427,163.7864556312561,,0.000180885354
GRDC_1134200,14037900,67.68493,105.16914457433364,,0.000579498360238
GRDC_1134220,14046007,70.86533,63.81476679715243,,0.002712561022255
GRDC_1134300,14034961,187.91309,153.24775586809432,,0.000170678087
GRDC_1134400,14029345,831.88086,1035.8699951171875,,0.000113294988617
GRDC_1134450,14032250,194.40015,185.32924842834473,,3.4888151e-05
GRDC_1134460,14026541,830.31104,537.2201251983643,,4.6446486e-05
GRDC_1134480,14029297,201.52678,245.13808891989967,,0.0
GRDC_1134630,14016024,1095.4468,1772.5732014973958,,0.0
GRDC_1134700,14013653,1097.3079,1877.163330078125,,8.0077593501e-05
GRDC_1159100,12084629,363.7869,353.0931719611673,,0.000618599547
GRDC_1159300,12082634,260.39072,386.68876069167567,,0.001038891053
GRDC_1159500,12082657,82.15894,71.770265851702,,7.7699879e-05
GRDC_1159800,12076165,55.350986,39.82361729939779,,0.001566067901
GRDC_1160880,12086711,67.789764,52.98586832682292,,0.001322916137
GRDC_1234090,14023538,1204.4319,2782.8927001953125,,0.00014659674
GRDC_1234150,14032143,1314.9034,2338.7765107996324,,0.000775420014603
GRDC_1234201,14037785,1377.3364,3052.086474609375,,2.0468834e-05
GRDC_1257100,12028470,300.01868,145.4018461227417,,0.000107763395
GRDC_1291100,12025702,1382.4729,1095.3432094029017,,0.000258723317
GRDC_1309675,15005098,1.2589085,3.2494920321873257,,0.002802239987
GRDC_1309720,15004987,18.120037,10.641579532623291,,0.000687963996
GRDC_1426380,14084217,454.63263,232.51614379882812,,0.000849953359
GRDC_1428400,14081935,296.24503,99.6257194519043,,0.000290755321
GRDC_1496500,12054177,30.362926,23.24045181274414,,0.002241470255
GRDC_1531050,14051519,63.617188,30.36234140396118,,8.4948826e-05
GRDC_1531100,14070541,255.82889,167.04080200195312,,0.000112760382
GRDC_1531450,14057573,77.58332,18.627238538530136,,0.000327751734874
GRDC_1531600,14048712,9.360524,4.652040004730225,,0.000290299424
GRDC_1537100,16035898,2035.9257,1396.7999267578125,,0.000132588981503
GRDC_1591002,12010716,1191.4443,859.3089752197266,,0.000137683229
GRDC_1591231,12008628,271.0776,160.53573249368105,,0.00031993345
GRDC_1591401,12017971,433.73755,258.69443239484514,,0.000510502053462
GRDC_1591402,12017996,405.0318,236.6177806854248,,2.7768479079e-05
GRDC_1634400,14051671,117.19273,82.90808759416852,,0.000177768841
GRDC_1634500,14054522,129.17758,80.2513796488444,,5.7342122e-05
GRDC_1734500,14043333,1629.9916,3796.3321063701924,,0.000124875717
GRDC_1737100,16051005,96.30408,52.68407313028971,,0.000352677679
GRDC_1737150,16050998,177.53813,76.77172524588448,,0.000634115083
GRDC_1748500,13019223,690.31854,438.0889325823103,,0.000140601414
GRDC_1749100,13013287,6343.8555,4556.5030517578125,,0.00139664213978
GRDC_1749500,13010651,1477.4456,788.8171608664773,,5.5717872e-05
GRDC_1813200,14032246,88.63067,57.52042711698092,,0.000310040633787
GRDC_1813450,14032403,62.3724,44.8755298094316,,5.2020732e-05
GRDC_1813460,14032403,62.3724,44.8755298094316,,5.2020732e-05
GRDC_1834110,14045952,2186.8835,3138.470024956597,,1.6046907e-05
GRDC_1835900,14070598,998.0668,486.8566166804387,,0.000697368003607
GRDC_2180712,43027930,102.20729,204.2149167742048,,0.000153882197
GRDC_2181500,43037742,797.80005,1847.9874790736608,,0.00158724204
GRDC_2181951,43044409,9.752795,11.253520345687866,,0.00017552595
GRDC_2182250,43038103,13.459946,13.609135854811896,,0.002040816254
GRDC_2260100,44005611,1352.1467,716.2599426269531,,0.000181956752
GRDC_2261500,44021406,71.26653,3.983633660134815,,0.000314673316
GRDC_2369800,44036324,77.59361,55.469719568888344,,0.000159702833
GRDC_2369905,44039916,169.92068,98.0913028717041,,0.000899189736
GRDC_2469050,44017749,3641.0022,1809.3458426339287,,0.000215165818
GRDC_2469055,44023187,117.92286,10.926679380012281,,0.00047865078
GRDC_2469058,44023152,304.8003,64.8866485069538,,0.000339309449
GRDC_2469060,44016067,301.01352,142.50512834028765,,0.000333656694
GRDC_2469072,44024848,4024.8896,3936.7432540090463,,0.000103449824
GRDC_2469111,44025172,92.642624,31.97062763800988,,0.000155159443772
GRDC_2469112,44023363,142.95667,105.67608440623565,,0.000280415265
GRDC_2469120,44030779,332.09897,154.00072075338926,,0.000314428729
GRDC_2469140,44023136,326.672,92.5640316587506,,0.000146791207378
GRDC_2469141,44023158,303.7887,69.6809590657552,,9.9888672e-05
GRDC_2469265,44032613,82.91664,17.309911489486694,,0.000107849931
GRDC_2469267,44032616,79.696655,16.55882050914149,,0.000151102963
GRDC_2469300,44034407,517.12823,235.86069815499442,,0.000157294301
GRDC_2548400,45027010,598.878,428.6992376418341,,0.001533287466
GRDC_2587080,41001548,158.5432,212.16111900692894,,0.000241466353
GRDC_2587081,41001551,139.04971,184.99821138381958,,0.000380476423
GRDC_2587082,41001679,82.92437,111.93343696594238,,0.000637302341
GRDC_2587083,41001715,49.7999,78.74514198303223,,0.00095574782
GRDC_2587100,41002329,379.5942,558.5620625813802,,0.000370692982271
GRDC_2587101,41002343,277.02774,407.50993423461915,,0.00026397899
GRDC_2587102,41001939,175.62196,266.6814422607422,,0.00094448353
GRDC_2587103,41001943,99.25583,155.18330891927084,,0.001105623811
GRDC_2587104,41001949,86.56944,143.1223876953125,,0.001534985585
GRDC_2587105,41001929,72.06766,115.2303451538086,,0.001484033333
GRDC_2587220,41002831,36.651485,52.57299613952637,,0.001556402549
GRDC_2588200,41006755,231.60565,247.1137924194336,,0.000401772198
GRDC_2588204,41006765,131.0996,140.97228940327963,,3.0116227e-05
GRDC_2588250,41007894,100.93799,114.82507960001628,,0.001354765634
GRDC_2588300,41005962,131.57356,161.55301121303015,,0.003342811134
GRDC_2588302,41005952,52.362026,53.95683372497559,,0.000502411147
GRDC_2588303,41006007,59.16785,67.96983422173395,,0.001112628431
GRDC_2588304,41006002,67.527626,73.28148345947265,,0.000691172406
GRDC_2588320,41006748,123.67156,154.5622031471946,,0.0
GRDC_2588322,41005946,42.911423,49.54514679541955,,0.00518897311
GRDC_2588480,41006801,62.648514,75.81216430664062,,0.0030852316
GRDC_2588481,41005984,32.410057,32.82890950716459,,0.000813028021
GRDC_2588550,41005373,153.5896,169.99204635620117,,0.000472009228
GRDC_2588551,41005366,225.5487,253.86349792480468,,0.00012755327
GRDC_2588552,41005374,109.70429,123.98256182670593,,0.000311827749
GRDC_2588554,41005378,97.26371,109.45570861816407,,0.00124062304
GRDC_2588630,41006041,19.054728,20.63551139831543,,0.002179443228
GRDC_2588651,41004221,64.588554,74.18819427490234,,0.000872419806
GRDC_2588652,41004225,58.224827,68.35324331430289,,0.001080906916
GRDC_2588653,41004247,31.884628,36.89374771118164,,0.00059770846709
GRDC_2588654,41004593,11.888744,13.911796569824219,,0.001264894474
GRDC_2588700,41003992,205.33685,244.1752805709839,,0.00027140264
GRDC_2588701,41003772,201.75713,229.42461649576822,,0.000262334741
GRDC_2588702,41003778,188.49126,224.5407496861049,,0.000513943079
GRDC_2588703,41003790,160.40216,190.50317174738103,,0.001206464473
GRDC_2588704,41003554,34.65124,38.55832481384277,,0.002912924739
GRDC_2588705,41003516,98.04944,122.51182250976562,,0.001965466297
GRDC_2588708,41003554,34.65124,38.55832481384277,,0.002912924739
GRDC_2588910,41006775,35.566216,43.668321228027345,,0.003434511783
GRDC_2588920,41007571,31.037806,35.842970530192055,,0.000485226855
GRDC_2589100,41006819,43.368397,44.108738581339516,,0.001436100567
GRDC_2589101,41006812,48.374546,50.17877044677734,,0.000491399814
GRDC_2589200,41006960,105.857925,108.48687744140625,,0.000344323987
GRDC_2589201,41006967,74.13985,79.73034903582405,,0.001206319404
GRDC_2589202,41006974,46.377335,51.14648857116699,,0.001163354548
GRDC_2589240,41004014,58.641674,58.84772464207241,,0.000989083473
GRDC_2589310,41006975,43.47373,44.82862783733167,,0.0016035493
GRDC_2589320,41006810,39.209827,40.59784444173177,,0.000942930226
GRDC_2589350,41007566,55.717747,61.473724365234375,,0.000891765882
GRDC_2589351,41007570,41.35604,45.98724226518111,,0.001395499285
GRDC_2589360,41006800,24.042818,26.903865011114824,,0.000958064794
GRDC_2589370,41006830,35.508194,36.642587661743164,,0.000738015211
GRDC_2589380,41006831,22.41577,21.534280014038085,,0.000573617605
GRDC_2589390,41005476,78.083145,74.62000208315642,,0.002517985902
GRDC_2589400,41004898,116.41388,123.6247673034668,,0.000803593901
GRDC_2589500,41004521,314.69098,333.49027361188615,,0.001508519091
GRDC_2589501,41004522,211.08452,216.06859882061298,,0.00205568993
GRDC_2589502,41004874,125.45353,142.44330596923828,,3.0086547e-05
GRDC_2589506,41004924,61.325455,76.47578430175781,,0.003567801498
GRDC_2589550,41004209,279.18655,307.33551703559027,,0.001221789881
GRDC_2589700,41003785,263.0147,266.35267130533856,,0.000248053434
GRDC_2589701,41003777,291.545,306.27772521972656,,0.000183778727
GRDC_2589703,41004010,78.64812,98.47282257080079,,0.001286982791
GRDC_2589750,41003536,174.38882,183.39008034600153,,0.000222810018
GRDC_2589751,41003541,146.44785,153.09148042098334,,0.000519095161
GRDC_2589752,41003548,85.70832,84.78512878417969,,0.000651441583
GRDC_2589753,41003580,61.132607,56.89868783950806,,0.001175662348
GRDC_2589800,41003312,152.15608,160.9111099243164,,0.000333356707
GRDC_2590100,41008277,55.804134,63.437192131491265,,0.000114032763
GRDC_2590101,41008304,35.617455,37.43556986628352,,0.002564383689
GRDC_2590220,41008308,15.465034,16.627198696136475,,0.000686668128
GRDC_2590230,41008764,40.230442,42.624657440185544,,0.007540903047177
GRDC_2590300,41008559,58.089943,61.61120529174805,,0.000813543684
GRDC_2590301,41008743,35.13319,42.1274471282959,,0.001339078649
GRDC_2590400,41008724,65.989914,73.06437377929687,,7.2389158e-05
GRDC_2590401,41008732,25.336758,23.929179342169512,,0.00650398318307
GRDC_2591100,41008253,54.60253,64.41232354300362,,0.000643746545
GRDC_2591200,41007949,24.714983,21.409156036376952,,0.002969708761
GRDC_2591201,41007937,40.148903,51.20728011358352,,0.000883917527
GRDC_2591230,41007946,23.704815,26.603668848673504,,0.001631512582
GRDC_2591800,41007533,79.362564,93.68855857849121,,0.001056121449
GRDC_2591801,41007530,86.48169,104.51028936049518,,0.000628550234
GRDC_2677300,42066341,122.852516,161.96959431966147,,0.000416678364
