,COMID,slope,ID,glow_lat,glow_lon,stationid,gage_lat,gage_lon,distance,COMID-mean,q50
278,73005674,0.004837764540909,R73005674XS1485682,40.48059901261931,-77.12976567703933,GRDC_4147720,40.4771,-77.1271,9889497.711416878,137.56799731430556,97.49588
279,73005674,0.004837764540909,R73005674XS1485683,40.48128109032512,-77.13000000041247,GRDC_4147720,40.4771,-77.1271,9889497.711416878,137.56799731430556,97.49588
280,73006140,0.005196279881,R73006140XS1489387,39.662743794650034,-76.17774379244126,GRDC_4147703,39.6604,-76.1729,9739124.63376941,1282.3802573132275,1119.2301
281,73006140,0.005196279881,R73006140XS1489388,39.66359062172116,-76.1785906194434,GRDC_4147703,39.6604,-76.1729,9739124.63376941,1282.3802573132275,1119.2301
282,73006140,0.005196279881,R73006140XS1489389,39.66443745529397,-76.17943745295277,GRDC_4147703,39.6604,-76.1729,9739124.63376941,1282.3802573132275,1119.2301
283,73006140,0.005196279881,R73006140XS1489390,39.66500000077633,-76.1804649014653,GRDC_4147703,39.6604,-76.1729,9739124.63376941,1282.3802573132275,1119.2301
284,73006192,0.000398132369,R73006192XS1490158,39.96289317102183,-75.18289316835902,USGS_01474500,39.967891,-75.188512,9664337.687469969,143.2540358621631,88.5047
285,73006192,0.000398132369,R73006192XS1490159,39.96485015155121,-75.18401681664184,USGS_01474500,39.967891,-75.188512,9664337.687469969,143.2540358621631,88.5047
286,73006614,3.7184547e-05,R73006614XS1494019,39.27000000065093,-77.53691438771064,USGS_01638500,39.273583,-77.543111,9843830.316416012,189.172758765332,205.33394
287,73006614,3.7184547e-05,R73006614XS1494020,39.27052132498246,-77.5388546558165,USGS_01638500,39.273583,-77.543111,9843830.316416012,189.172758765332,205.33394
288,73006624,0.000585047084,R73006624XS1494242,39.43304812999053,-77.79721479423344,USGS_01618000,39.434722,-77.801389,9880422.44726262,115.90747232762853,130.14467
289,73006624,0.000585047084,R73006624XS1494243,39.43382086200884,-77.79965419272816,USGS_01618000,39.434722,-77.801389,9880422.44726262,115.90747232762853,130.14467
290,73006638,0.001870118763,R73006638XS1494539,39.28035746713859,-77.78833333372363,USGS_01636500,39.282046,-77.789161,9868803.667566927,150.61469742140957,59.58803
291,73006638,0.001870118763,R73006638XS1494540,39.27888906098095,-77.78722239193644,USGS_01636500,39.282046,-77.789161,9868803.667566927,150.61469742140957,59.58803
292,73007014,0.002217185366,R73007014XS1499729,38.94611854587317,-77.12916666704089,USGS_01646502,38.949555,-77.12747900000002,9781874.687872572,294.7685029594064,254.24115
293,73007014,0.002217185366,R73007014XS1499730,38.94787943943621,-77.12916666707895,USGS_01646502,38.949555,-77.12747900000002,9781874.687872572,294.7685029594064,254.24115
294,73007810,0.001013919437,R73007810XS1506999,37.56166666678918,-77.54253457204052,GRDC_4148050,37.5604,-77.5521,9730582.058507156,195.203504946156,164.04642
295,73007810,0.001013919437,R73007810XS1507000,37.56166666731671,-77.54474781634198,GRDC_4148050,37.5604,-77.5521,9730582.058507156,195.203504946156,164.04642
296,73007810,0.001013919437,R73007810XS1507001,37.56166666737039,-77.54696107514334,GRDC_4148050,37.5604,-77.5521,9730582.058507156,195.203504946156,164.04642
297,73007819,0.000228676244,R73007819XS1507334,37.66628392883477,-78.0796172596604,USGS_02035000,37.67098,-78.085833,9790390.498840887,136.15726521735894,154.81186
298,73007819,0.000228676244,R73007819XS1507335,37.66750000066736,-78.08109904055584,USGS_02035000,37.67098,-78.085833,9790390.498840887,136.15726521735894,154.81186
299,73007819,0.000228676244,R73007819XS1507336,37.66852821336619,-78.08269487822353,USGS_02035000,37.67098,-78.085833,9790390.498840887,136.15726521735894,154.81186
300,73007826,0.00049511959,R73007826XS1507629,37.79583333408223,-78.48701891304434,USGS_02029000,37.797365,-78.491398,9838872.25187574,130.33925593943562,123.737465
301,73007826,0.00049511959,R73007826XS1507630,37.7964002995072,-78.48890029728902,USGS_02029000,37.797365,-78.491398,9838872.25187574,130.33925593943562,123.737465
302,73007834,0.00106327507,R73007834XS1507949,37.53932979765664,-78.82483687137255,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
303,73007834,0.00106327507,R73007834XS1507950,37.53880513269312,-78.82536153765942,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
304,73007834,0.00106327507,R73007834XS1507951,37.53828046692729,-78.825886200631,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
305,73007834,0.00106327507,R73007834XS1507952,37.537755803934,-78.82641086592497,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
306,73007834,0.00106327507,R73007834XS1507953,37.537231140877175,-78.82693552906878,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
307,73007834,0.00106327507,R73007834XS1507954,37.536706477574384,-78.82746018977484,USGS_02026000,37.536254,-78.829461,9856009.564459777,109.24680847302672,94.242966
308,73007839,0.000601738556,R73007839XS1508124,37.54956823277128,-79.3666666670242,USGS_02024752,37.555415,-79.367255,9910235.221209385,72.44406635926391,80.118095
309,73007839,0.000601738556,R73007839XS1508125,37.55123095318587,-79.36666666702395,USGS_02024752,37.555415,-79.367255,9910235.221209385,72.44406635926391,80.118095
310,73008235,0.000635561208,R73008235XS1511906,37.49818465630503,-79.26166666687816,USGS_02025500,37.501251,-79.262529,9896638.01994234,117.47291537488276,85.07113
311,73008235,0.000635561208,R73008235XS1511907,37.49972281746578,-79.26250000032032,USGS_02025500,37.501251,-79.262529,9896638.01994234,117.47291537488276,85.07113
312,73008265,0.001718213311,R73008265XS1512515,37.22500000075762,-77.46953433038995,USGS_02041650,37.22515,-77.475263,9701713.205260169,293.93242021061224,25.181633
313,73008265,0.001718213311,R73008265XS1512516,37.22583333390163,-77.47270409290721,USGS_02041650,37.22515,-77.475263,9701713.205260169,293.93242021061224,25.181633
314,73008659,0.002116055546,R73008659XS1515347,36.58665367852686,-79.38165367837583,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
315,73008659,0.002116055546,R73008659XS1515348,36.58706710253393,-79.38206710007655,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
316,73008659,0.002116055546,R73008659XS1515349,36.58748052614485,-79.38248052592019,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
317,73008659,0.002116055546,R73008659XS1515350,36.587500000562,-79.38312756605816,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
318,73008659,0.002116055546,R73008659XS1515351,36.58778425790341,-79.38361758902406,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
319,73008659,0.002116055546,R73008659XS1515352,36.58819768539022,-79.38403101738184,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
320,73008659,0.002116055546,R73008659XS1515353,36.58833333408602,-79.38460917485817,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
321,73008659,0.002116055546,R73008659XS1515354,36.588501426827314,-79.38516809190861,USGS_02075000,36.587639,-79.381689,9851975.657525633,122.84196956715616,64.98511
322,73009104,0.002034348812,R73009104XS1517617,36.45564430140728,-77.63147763306242,USGS_02080500,36.46,-77.633611,9669303.982644577,135.28123653546743,220.35162
323,73009104,0.002034348812,R73009104XS1517618,36.45661170081751,-77.63166666676618,USGS_02080500,36.46,-77.633611,9669303.982644577,135.28123653546743,220.35162
324,73009104,0.002034348812,R73009104XS1517619,36.4574184338612,-77.63241843301613,USGS_02080500,36.46,-77.633611,9669303.982644577,135.28123653546743,220.35162
325,73009638,0.000732695239743,R73009638XS1521260,35.53999648830538,-77.05832982160035,GRDC_4148100,35.5438,-77.0646,9556501.336244814,531.0336152035113,63.29372
326,73009638,0.000732695239743,R73009638XS1521261,35.54100638372301,-77.05933971555183,GRDC_4148100,35.5438,-77.0646,9556501.336244814,531.0336152035113,63.29372
327,73009638,0.000732695239743,R73009638XS1521262,35.54201628777553,-77.06034961888204,GRDC_4148100,35.5438,-77.0646,9556501.336244814,531.0336152035113,63.29372
328,73010297,4.3958298e-05,R73010297XS1524369,35.40416666705098,-78.80512593739748,USGS_02102500,35.406111,-78.813333,9723480.84808394,91.37724013913778,73.92143
329,73010297,4.3958298e-05,R73010297XS1524370,35.40449524650517,-78.80616191094694,USGS_02102500,35.406111,-78.813333,9723480.84808394,91.37724013913778,73.92143
330,73010297,4.3958298e-05,R73010297XS1524371,35.40500000074824,-78.80709597124957,USGS_02102500,35.406111,-78.813333,9723480.84808394,91.37724013913778,73.92143
331,73010297,4.3958298e-05,R73010297XS1524372,35.405000000039955,-78.80832206407072,USGS_02102500,35.406111,-78.813333,9723480.84808394,91.37724013913778,73.92143
332,73010421,0.002553006164,R73010421XS1525028,35.028344620840954,-81.49084462071343,USGS_02153551,35.031242,-81.492591,9972770.406064048,100.38086836693904,60.492275
333,73010421,0.002553006164,R73010421XS1525029,35.029718646946954,-81.49221864481301,USGS_02153551,35.031242,-81.492591,9972770.406064048,100.38086836693904,60.492275
334,73010421,0.002553006164,R73010421XS1525030,35.0308333340682,-81.49374159891559,USGS_02153551,35.031242,-81.492591,9972770.406064048,100.38086836693904,60.492275
335,73011014,0.000371779728,R73011014XS1528623,34.941137029400096,-79.86750000032022,USGS_02129000,34.945833,-79.869722,9803584.617996192,194.2636032533226,183.77109
336,73011014,0.000371779728,R73011014XS1528624,34.94266267554585,-79.86833333355052,USGS_02129000,34.945833,-79.869722,9803584.617996192,194.2636032533226,183.77109
337,73011052,0.000549616814,R73011052XS1528915,34.849055533688855,-80.86666666681434,USGS_02147000,34.852646,-80.86812900000002,9899481.070915991,107.4819685927385,120.83322
338,73011063,0.000497237111,R73011063XS1529109,34.98416666717424,-80.96935095744021,USGS_02146000,34.984869,-80.973966,9917322.919122385,125.44403821832736,109.8664
339,73011063,0.000497237111,R73011063XS1529110,34.98500000053487,-80.97103192533356,USGS_02146000,34.984869,-80.973966,9917322.919122385,125.44403821832736,109.8664
340,73011241,0.013428406662,R73011241XS1530214,34.726586997754474,-83.37166666675432,USGS_02181580,34.732039,-83.37572,10146921.538128473,129.99835558696296,18.355865
341,73011241,0.013428406662,R73011241XS1530215,34.7279827769826,-83.37298277461791,USGS_02181580,34.732039,-83.37572,10146921.538128473,129.99835558696296,18.355865
342,73013154,0.001102725256,R73013154XS1539070,33.972500000645915,-84.38195253487702,USGS_02335815,33.968056,-84.382778,10209504.32139418,106.1196100381783,88.58915
343,73013154,0.001102725256,R73013154XS1539071,33.97250000051494,-84.37980437057578,USGS_02335815,33.968056,-84.382778,10209504.32139418,106.1196100381783,88.58915
344,73013154,0.001102725256,R73013154XS1539072,33.9725000004366,-84.37765621464992,USGS_02335815,33.968056,-84.382778,10209504.32139418,106.1196100381783,88.58915
345,73013197,0.000666989844,R73013197XS1539468,33.990274261106954,-81.047500000278,GRDC_4148530,33.9938,-81.0521,9870358.395235334,148.25974802298654,216.88934
346,73013197,0.000666989844,R73013197XS1539469,33.99179990950181,-81.04833333350251,GRDC_4148530,33.9938,-81.0521,9870358.395235334,148.25974802298654,216.88934
347,73014288,0.000227798428,R73014288XS1546351,33.21013299530233,-87.58903367294141,USGS_02465000,33.209284999999994,-87.590007,10500791.138469338,174.7544513998262,164.21992
348,73014288,0.000227798428,R73014288XS1546352,33.21083333395585,-87.58777646176856,USGS_02465000,33.209284999999994,-87.590007,10500791.138469338,174.7544513998262,164.21992
349,73014288,0.000227798428,R73014288XS1546353,33.21083333397826,-87.58613120445293,USGS_02465000,33.209284999999994,-87.590007,10500791.138469338,174.7544513998262,164.21992
350,73014288,0.000227798428,R73014288XS1546354,33.210833333996966,-87.58448595027772,USGS_02465000,33.209284999999994,-87.590007,10500791.138469338,174.7544513998262,164.21992
351,73014292,0.00208814995,R73014292XS1546437,33.254166667050605,-87.44319729389294,USGS_02462951,33.253173,-87.44917,10488038.770511411,396.70435077309,148.98108
352,73014292,0.00208814995,R73014292XS1546438,33.25455869884912,-87.44127463742443,USGS_02462951,33.253173,-87.44917,10488038.770511411,396.70435077309,148.98108
353,73014296,0.001563845842,R73014296XS1546585,33.461322705150245,-87.35333333347745,USGS_02462500,33.458446,-87.354168,10489217.515919171,360.03393028692585,141.86336
354,73014296,0.001563845842,R73014296XS1546586,33.46278090526422,-87.35221909739259,USGS_02462500,33.458446,-87.354168,10489217.515919171,360.03393028692585,141.86336
355,73014296,0.001563845842,R73014296XS1546587,33.464158758962824,-87.35084124114896,USGS_02462500,33.458446,-87.354168,10489217.515919171,360.03393028692585,141.86336
356,73014311,2.1996095e-05,R73014311XS1546949,33.291578276315725,-86.3634217248247,USGS_02407000,33.291779,-86.363867,10378432.390097234,179.13359150484135,285.75812
357,73014334,0.000707929199,R73014334XS1547352,33.205008245211324,-88.28915842156917,USGS_02444160,33.210679,-88.28864499999996,10573361.570229186,202.21493942711447,143.0529
358,73014334,0.000707929199,R73014334XS1547353,33.20655515968256,-88.28833333339082,USGS_02444160,33.210679,-88.28864499999996,10573361.570229186,202.21493942711447,143.0529
359,73014334,0.000707929199,R73014334XS1547354,33.20835488953338,-88.28833333334583,USGS_02444160,33.210679,-88.28864499999996,10573361.570229186,202.21493942711447,143.0529
360,73014351,0.0,R73014351XS1547596,33.47412121171868,-88.44500000002472,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
361,73014351,0.0,R73014351XS1547597,33.474531377896625,-88.44536470875691,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
362,73014351,0.0,R73014351XS1547598,33.47493092687998,-88.44576425944942,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
363,73014351,0.0,R73014351XS1547599,33.47533047814985,-88.44616380907846,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
364,73014351,0.0,R73014351XS1547600,33.47573002910536,-88.44656336134739,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
365,73014351,0.0,R73014351XS1547601,33.476219853284384,-88.4466666667859,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
366,73014351,0.0,R73014351XS1547602,33.47674115690952,-88.4466666667057,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
367,73014351,0.0,R73014351XS1547603,33.47726246050468,-88.44666666676437,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
368,73014351,0.0,R73014351XS1547604,33.477717493101544,-88.44688415782984,GRDC_4149411,33.4813,-88.4479,10602722.979124077,90.53061085987235,113.16376
369,73014432,0.000108776142,R73014432XS1547816,33.37211616551601,-81.93794949661486,USGS_02197000,33.373752,-81.94289300000001,9927943.88027952,146.19944921767737,209.44281
370,73014432,0.000108776142,R73014432XS1547817,33.37117319083735,-81.93617318866542,USGS_02197000,33.373752,-81.94289300000001,9927943.88027952,146.19944921767737,209.44281
371,73015418,0.00010651652,R73015418XS1554018,32.520072024381136,-87.87507202362177,USGS_02467000,32.519581,-87.878348,10496946.352059305,164.71885170779117,401.54974
372,73015418,0.00010651652,R73015418XS1554019,32.51923807346476,-87.87340473937797,USGS_02467000,32.519581,-87.878348,10496946.352059305,164.71885170779117,401.54974
373,73015418,0.00010651652,R73015418XS1554020,32.518942824769375,-87.87144282288016,USGS_02467000,32.519581,-87.878348,10496946.352059305,164.71885170779117,401.54974
374,73015426,0.000138529051,R73015426XS1554422,32.78119543124889,-87.83797123825973,USGS_02466030,32.777908000000004,-87.84056899999999,10505970.788855365,144.79664418145208,187.1327
375,73015426,0.000138529051,R73015426XS1554423,32.78250000031441,-87.83655869595509,USGS_02466030,32.777908000000004,-87.84056899999999,10505970.788855365,144.79664418145208,187.1327
376,73015426,0.000138529051,R73015426XS1554424,32.78368620030998,-87.83583333346608,USGS_02466030,32.777908000000004,-87.84056899999999,10505970.788855365,144.79664418145208,187.1327
377,73015485,0.000220217748,R73015485XS1555357,32.84965905828068,-88.15583333345664,USGS_02447025,32.848186,-88.156136,10542339.754251178,157.06851681588412,177.51254
378,73015485,0.000220217748,R73015485XS1555358,32.85131115050427,-88.15535551898222,USGS_02447025,32.848186,-88.156136,10542339.754251178,157.06851681588412,177.51254
379,73015486,0.000724733597,R73015486XS1555423,32.87897309318558,-85.18000000014688,USGS_02339500,32.886239,-85.182164,10236141.551356811,105.4486672345473,169.24667
380,73015486,0.000724733597,R73015486XS1555424,32.88050829904286,-85.1791666668626,USGS_02339500,32.886239,-85.182164,10236141.551356811,105.4486672345473,169.24667
381,73015486,0.000724733597,R73015486XS1555425,32.88230053462771,-85.17916666681661,USGS_02339500,32.886239,-85.182164,10236141.551356811,105.4486672345473,169.24667
382,73016469,2.1355443e-05,R73016469XS1564579,32.41166666733821,-86.40200605869252,USGS_02420000,32.411526,-86.40830600000004,10339311.27586098,240.0171639573624,462.39725
383,73016469,2.1355443e-05,R73016469XS1564580,32.411738355026735,-86.39992831256212,USGS_02420000,32.411526,-86.40830600000004,10339311.27586098,240.0171639573624,462.39725
384,73016498,0.000402231615,R73016498XS1565150,32.45587181693648,-84.99583333337044,USGS_02341500,32.462643,-84.99771,10196196.15581341,93.38120549653544,192.55449
385,73016498,0.000402231615,R73016498XS1565151,32.45766349269463,-84.99583333346631,USGS_02341500,32.462643,-84.99771,10196196.15581341,93.38120549653544,192.55449
386,73017445,0.000409224238137,R73017445XS1571278,31.76025123728791,-88.12224876506443,USGS_02469761,31.758491000000003,-88.129176,10487523.126628278,208.8800363689041,459.7662
387,73017445,0.000409224238137,R73017445XS1571279,31.759424287299986,-88.12390904841884,USGS_02469761,31.758491000000003,-88.129176,10487523.126628278,208.8800363689041,459.7662
388,73017445,0.000409224238137,R73017445XS1571280,31.759166666801004,-88.12587643423173,USGS_02469761,31.758491000000003,-88.129176,10487523.126628278,208.8800363689041,459.7662
389,73017455,9.1214592e-05,R73017455XS1571633,31.603382104659275,-87.54921543748337,GRDC_4149401,31.6104,-87.5521,10420568.556313183,190.706718150662,603.87494
390,73017455,9.1214592e-05,R73017455XS1571634,31.604932526414444,-87.55000000004273,GRDC_4149401,31.6104,-87.5521,10420568.556313183,190.706718150662,603.87494
391,73017467,0.000240027066,R73017467XS1572235,31.65166666731192,-81.82303255908873,USGS_02226000,31.654659,-81.827892,9829391.039484376,113.36664351715308,225.50185
392,73017467,0.000240027066,R73017467XS1572236,31.65231852522943,-81.82481852380666,USGS_02226000,31.654659,-81.827892,9829391.039484376,113.36664351715308,225.50185
393,73017467,0.000240027066,R73017467XS1572237,31.653707603286414,-81.82620760121992,USGS_02226000,31.654659,-81.827892,9829391.039484376,113.36664351715308,225.50185
394,73017477,0.000132869537,R73017477XS1572650,31.9388357991185,-82.34633579707551,USGS_02225000,31.939083000000004,-82.35346,9897309.9760006,109.46893352471068,202.39331
395,73017477,0.000132869537,R73017477XS1572651,31.9391666669286,-82.34824642139534,USGS_02225000,31.939083000000004,-82.35346,9897309.9760006,109.46893352471068,202.39331
396,73017479,8.5340765e-05,R73017479XS1572787,31.955833334010048,-82.51367305415859,USGS_02224940,31.95797,-82.51708,9915424.547123196,116.10269482258552,201.09303
397,73017479,8.5340765e-05,R73017479XS1572788,31.956982287833096,-82.51531561915087,USGS_02224940,31.95797,-82.51708,9915424.547123196,116.10269482258552,201.09303
398,73018470,0.000177120392,R73018470XS1577655,31.253983168563305,-85.1075000001428,USGS_02343801,31.259344,-85.110208,10150491.565710148,101.22055907126897,261.4678
399,73018470,0.000177120392,R73018470XS1577656,31.2555099233499,-85.10833333353082,USGS_02343801,31.259344,-85.110208,10150491.565710148,101.22055907126897,261.4678
400,73018470,0.000177120392,R73018470XS1577657,31.25694734325722,-85.10944734130919,USGS_02343801,31.259344,-85.110208,10150491.565710148,101.22055907126897,261.4678
401,73018509,7.6230951e-05,R73018509XS1577898,31.096169560879403,-88.80450289197962,USGS_02475000,31.102778000000004,-88.80833299999998,10528562.433866585,61.801041493055685,85.540985
402,73018509,7.6230951e-05,R73018509XS1577899,31.097736416159428,-88.8052364142738,USGS_02475000,31.102778000000004,-88.80833299999998,10528562.433866585,61.801041493055685,85.540985
403,73018509,7.6230951e-05,R73018509XS1577900,31.09930327691055,-88.80596994230541,USGS_02475000,31.102778000000004,-88.80833299999998,10528562.433866585,61.801041493055685,85.540985
404,73018519,0.000179886263,R73018519XS1578286,31.223962428593964,-89.04812909352808,USGS_02474560,31.221667,-89.05305600000001,10559744.229645075,44.07035333111814,61.93672
405,73018519,0.000179886263,R73018519XS1578287,31.223547790152264,-89.04978554524718,USGS_02474560,31.221667,-89.05305600000001,10559744.229645075,44.07035333111814,61.93672
406,73018519,0.000179886263,R73018519XS1578288,31.222724679570987,-89.05144198922436,USGS_02474560,31.221667,-89.05305600000001,10559744.229645075,44.07035333111814,61.93672
407,73019408,9.0231419e-05,R73019408XS1583322,30.97387840301104,-88.7252882660971,USGS_02479000,30.978056,-88.72694399999996,10514895.148055656,94.9874865869068,158.46167
408,73019408,9.0231419e-05,R73019408XS1583323,30.97566186580148,-88.72566186429421,USGS_02479000,30.978056,-88.72694399999996,10514895.148055656,94.9874865869068,158.46167
409,73019436,0.000310524841,R73019436XS1583339,30.90934146056708,-84.58000000014712,USGS_02356000,30.911577,-84.579914,10079726.220220136,121.31786292097154,136.31174
410,73019436,0.000310524841,R73019436XS1583340,30.9110593496104,-84.5802260145941,USGS_02356000,30.911577,-84.579914,10079726.220220136,121.31786292097154,136.31174
411,73020261,1.3668861e-05,R73020261XS1587259,30.13166666725374,-85.14139705661289,USGS_02358754,30.134089000000003,-85.144082,10102784.33185413,109.27888420003734,437.12494
412,73020261,1.3668861e-05,R73020261XS1587260,30.13166666709964,-85.13933529308143,USGS_02358754,30.134089000000003,-85.144082,10102784.33185413,109.27888420003734,437.12494
413,73020268,0.0,R73020268XS1587572,30.42766481134187,-85.02566852379368,USGS_02358700,30.425196000000003,-85.031306,10104006.268030085,175.8575111186048,431.30295
414,73020268,0.0,R73020268XS1587573,30.42901889397514,-85.02431444101539,USGS_02358700,30.425196000000003,-85.031306,10104006.268030085,175.8575111186048,431.30295
415,73020268,0.0,R73020268XS1587574,30.430000000583927,-85.02276380057869,USGS_02358700,30.425196000000003,-85.031306,10104006.268030085,175.8575111186048,431.30295
416,73020272,2.2202251e-05,R73020272XS1587782,30.60354585004646,-88.63750000008729,USGS_02479310,30.61056,-88.64139000000002,10489407.407774162,88.86239299383183,216.87846
417,73020281,0.000108112750448,R73020281XS1587860,30.32083333364204,-81.65260811350139,GRDC_4148851,30.3229,-81.6604,9748278.719390716,525.2636566937167,99.526115
418,73020281,0.000108112750448,R73020281XS1587861,30.32111820263705,-81.65361820087135,GRDC_4148851,30.3229,-81.6604,9748278.719390716,525.2636566937167,99.526115
419,73020281,0.000108112750448,R73020281XS1587862,30.321666667315675,-81.65448964721777,GRDC_4148851,30.3229,-81.6604,9748278.719390716,525.2636566937167,99.526115
420,73020281,0.000108112750448,R73020281XS1587863,30.3216666671366,-81.65564959058315,GRDC_4148851,30.3229,-81.6604,9748278.719390716,525.2636566937167,99.526115
421,73020887,2.8867515e-05,R73020887XS1591659,29.94431873911782,-85.01416666679222,USGS_02359170,29.949371000000014,-85.015469,10081443.742287405,119.77653869360104,478.48975
422,73020887,2.8867515e-05,R73020887XS1591660,29.94605239052329,-85.01438572225891,USGS_02359170,29.949371000000014,-85.015469,10081443.742287405,119.77653869360104,478.48975
423,73020887,2.8867515e-05,R73020887XS1591661,29.947618532042032,-85.01511853103592,USGS_02359170,29.949371000000014,-85.015469,10081443.742287405,119.77653869360104,478.48975
424,73020901,0.000157306721632,R73020901XS1591946,29.58984386700967,-82.93750000016165,USGS_02323500,29.58968,-82.936513,9848953.903751526,87.90931698658882,136.13403
425,73020901,0.000157306721632,R73020901XS1591947,29.591627839930734,-82.93750000004721,USGS_02323500,29.58968,-82.936513,9848953.903751526,87.90931698658882,136.13403
426,73020901,0.000157306721632,R73020901XS1591948,29.593186554612288,-82.93818655348207,USGS_02323500,29.58968,-82.936513,9848953.903751526,87.90931698658882,136.13403
427,73021227,2.8136356e-05,R73021227XS1594786,29.339956547300293,-83.08337678659753,USGS_02323592,29.339406,-83.086515,9852810.911543686,213.96212183871845,141.85585
428,73021227,2.8136356e-05,R73021227XS1594787,29.340833333724216,-83.08068437687639,USGS_02323592,29.339406,-83.086515,9852810.911543686,213.96212183871845,141.85585
429,73021516,0.000177672379898,R73021516XS1596958,29.00885123521387,-82.61198210080563,USGS_02313230,29.009975,-82.61676999999997,9789093.935401326,175.28208418961987,18.364992
430,73021516,0.000177672379898,R73021516XS1596959,29.0100000005992,-82.61054554579738,USGS_02313230,29.009975,-82.61676999999997,9789093.935401326,175.28208418961987,18.364992
431,73021516,0.000177672379898,R73021516XS1596960,29.01000000045683,-82.60851779515883,USGS_02313230,29.009975,-82.61676999999997,9789093.935401326,175.28208418961987,18.364992
432,73021526,0.000421371071,R73021526XS1596994,28.72867527101157,-82.2366666669417,USGS_02312598,28.724156,-82.242312,9738045.679820277,150.43481738009672,10.346045
433,73021526,0.000421371071,R73021526XS1596995,28.72704577485656,-82.23712089463989,USGS_02312598,28.724156,-82.242312,9738045.679820277,150.43481738009672,10.346045
434,74002032,0.000136821013,R74002032XS1622670,48.12250000008908,-104.46752487959256,GRDC_4120900,48.1229,-104.4729,13129764.65887538,228.821653584852,261.84317
435,74002032,0.000136821013,R74002032XS1622671,48.12260488904031,-104.47010488700784,GRDC_4120900,48.1229,-104.4729,13129764.65887538,228.821653584852,261.84317
436,74002104,0.000440676857,R74002104XS1623913,48.00213985527508,-110.25547318382549,GRDC_4120902,48.0063,-110.2562,13694806.232621023,186.8950986108657,206.34636
437,74002104,0.000440676857,R74002104XS1623914,48.00313981203516,-110.2573064752266,GRDC_4120902,48.0063,-110.2562,13694806.232621023,186.8950986108657,206.34636
438,74003095,0.000189822498,R74003095XS1629424,47.68000000060095,-104.14977841746791,GRDC_4120950,47.6771,-104.1562,13064452.23205557,170.8795139618923,253.6002
439,74003095,0.000189822498,R74003095XS1629425,47.6791666669862,-104.15176468267396,GRDC_4120950,47.6771,-104.1562,13064452.23205557,170.8795139618923,253.6002
440,74005773,0.000113478396,R74005773XS1649980,46.8104404326379,-100.82083333312865,GRDC_4121802,46.8146,-100.8229,12670178.405662153,339.90095279537417,551.7
441,74005773,0.000113478396,R74005773XS1649981,46.811986726916665,-100.82198672283394,GRDC_4121802,46.8146,-100.8229,12670178.405662153,339.90095279537417,551.7
442,74007427,0.00042639093,R74007427XS1662892,46.38000000013597,-94.18170581119712,USGS_05242300,46.377744,-94.183328,11986510.13778266,80.64439857535706,74.58594
443,74007427,0.00042639093,R74007427XS1662893,46.38098340355982,-94.179849932076,USGS_05242300,46.377744,-94.183328,11986510.13778266,80.64439857535706,74.58594
444,74007497,0.001036683812,R74007497XS1663087,46.14500000079554,-111.4137273739104,USGS_06054500,46.14604,-111.42052,13679742.268949892,107.18423986953344,130.79456
445,74007497,0.001036683812,R74007497XS1663088,46.14325659602464,-111.41166666650778,USGS_06054500,46.14604,-111.42052,13679742.268949892,107.18423986953344,130.79456
446,74009250,0.001621029484,R74009250XS1674974,45.85811401798042,-94.35811401492369,USGS_05267000,45.861077,-94.358612,11963340.891354306,251.2850131661305,108.31692
447,74009250,0.001621029484,R74009250XS1674975,45.85973964999096,-94.35890631327126,USGS_05267000,45.861077,-94.358612,11963340.891354306,251.2850131661305,108.31692
448,74011603,0.000989088318,R74011603XS1694423,45.54172640233066,-94.14589306795968,USGS_05270700,45.547188000000006,-94.145822,11918822.231866645,148.82903466735038,121.005325
